dico,indicator,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1512,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,4,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
1512,5,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
1512,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
117,2,,,,,15,15,14,14,14,14,14,14,14,13,12,12,12,12,12
117,3,,,,,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3
117,4,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
117,5,,,,,15,15,14,14,14,14,14,14,14,13,12,12,12,12,12
117,6,,,,,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3
813,1,,,,,,,33,33,33,33,33,33,34,34,34,34,34,34,34
813,2,,,,,,,33,33,33,33,33,33,34,34,34,34,34,34,34
813,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
813,4,,,,,,,33,33,33,33,33,33,34,34,34,34,34,34,34
813,5,,,,,,,33,33,33,33,33,33,34,34,34,34,34,34,34
813,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,1,,,,,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1513,2,,,,,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1513,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,4,,,,,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1513,5,,,,,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1513,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,1,,,,,,124,124,124,124,124,124,124,124,124,124,124,124,124,124
1111,2,,,,,,124,124,124,124,124,124,124,124,124,124,124,124,124,124
1111,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,4,,,,,,134,134,134,134,134,134,134,183,183,183,183,183,183,183
1111,5,,,,,,134,134,134,134,134,134,134,183,183,183,183,183,183,183
1111,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,1,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1112,2,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1112,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,4,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1112,5,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1112,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,1,,,,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17
615,2,,,,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17
615,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,4,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20
615,5,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20
615,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,1,,,,,,8,8,6,6,6,6,6,5,5,5,5,6,6,6
1215,2,,,,,,8,8,6,6,6,6,6,5,5,5,5,6,6,6
1215,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,4,,,,,,10,10,10,10,7,7,7,7,7,7,7,7,7,7
1215,5,,,,,,10,10,10,10,7,7,7,7,7,7,7,7,7,7
1215,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,1,,,,,,,17,17,17,17,17,17,17,17,17,17,17,17,17
616,2,,,,,,,17,17,17,17,17,17,17,17,17,17,17,17,17
616,3,,,,,,,,,,,,,,,,,,,
616,4,,,,,,,21,21,21,21,21,21,21,21,21,21,21,21,21
616,5,,,,,,,21,21,21,21,21,21,21,21,21,21,21,21,21
616,6,,,,,,,,,,,,,,,,,,,
1819,1,,,,29,29,29,29,28,26,26,26,26,26,26,26,26,26,26,26
1819,2,,,,29,29,29,29,28,26,26,26,26,26,26,26,26,26,26,26
1819,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,4,,,,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1819,5,,,,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1819,6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14
1820,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14
1820,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1820,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1820,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,1,,,,,,,,,,,,,25,25,25,25,25,25,25
814,2,,,,,,,,,,,,,25,25,25,25,25,25,25
814,3,,,,,,,,,,,,,0,0,0,0,0,0,0
814,4,,,,,,,,,,,,,25,25,25,25,25,25,25
814,5,,,,,,,,,,,,,25,25,25,25,25,25,25
814,6,,,,,,,,,,,,,0,0,0,0,0,0,0
310,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
310,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
310,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
310,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
310,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,1,,,,,,48,48,51,51,51,51,53,53,53,53,53,53,53,53
1418,2,,,,,,48,48,51,51,51,51,53,53,53,53,53,53,53,53
1418,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,4,,,,,,53,53,53,53,53,53,53,53,53,53,53,53,53,53
1418,5,,,,,,53,53,53,53,53,53,53,53,53,53,53,53,53,53
1418,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,1,,,,,,39,39,39,39,39,39,39,39,39,39,39,39,39,39
1821,2,,,,,,30,39,39,39,39,39,39,39,39,39,39,39,39,39
1821,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,4,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1821,5,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1821,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,1,,,,,,,30,30,30,30,30,30,30,30,30,30,30,30,30
409,2,,,,,,,30,30,30,30,30,30,30,30,30,30,30,30,30
409,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
409,4,,,,,,,30,30,30,30,30,30,30,30,30,30,30,30,30
409,5,,,,,,,30,30,30,30,30,30,30,30,30,30,30,30,30
409,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1,,,,,,,27,27,28,31,31,31,31,31,31,31,31,31,30
1419,2,,,,,,,27,27,28,31,31,31,31,31,31,31,31,31,30
1419,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,4,,,,,,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1419,5,,,,,,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1419,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1,,,,,,52,52,52,52,52,52,53,53,53,53,53,53,53,53
1113,2,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52
1113,3,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1113,4,,,,,,52,52,52,52,52,52,53,53,53,53,53,53,53,53
1113,5,,,,,,52,52,52,52,52,52,52,52,52,52,52,52,52,52
1113,6,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1
913,1,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
913,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
913,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,4,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
913,5,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
913,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,,,,,,19,20,20,20,20,20,20,20,20,20,20,20,20,20
118,2,,,,,,19,20,20,20,20,20,20,20,20,20,20,20,20,20
118,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,4,,,,,,19,20,20,20,20,20,20,20,20,20,20,20,20,20
118,5,,,,,,19,20,20,20,20,20,20,20,20,20,20,20,20,20
118,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
119,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
119,5,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
119,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1608,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1608,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,4,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1608,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1608,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,1,,,,,,38,38,38,38,38,38,38,38,38,38,38,38,38,38
1315,2,,,,,,38,38,38,38,38,38,38,38,38,38,38,38,38,38
1315,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,4,,,,,,38,38,38,38,38,38,38,38,38,38,38,38,38,38
1315,5,,,,,,38,38,38,38,38,38,38,38,38,38,38,38,38,38
1315,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,1,,,,,,36,36,36,36,38,38,38,38,37,37,37,37,37,37
1712,2,,,,,,36,36,36,36,38,38,38,38,37,37,37,37,37,37
1712,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,4,,,,,,36,36,36,36,38,38,38,38,37,37,37,37,37,37
1712,5,,,,,,36,36,36,36,38,38,38,38,37,37,37,37,37,37
1712,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4502,1,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,23,22,22,22
4502,2,25,25,25,25,25,25,25,25,25,25,25,24,24,24,23,23,22,22,22
4502,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4502,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
4502,5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
4502,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,1,,,,,,,7,8,8,8,8,8,8,8,8,8,8,8,8
712,2,,,,,,,7,8,8,8,8,8,8,8,8,8,8,8,8
712,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
712,4,,,,,,,7,8,8,8,8,8,8,8,8,8,8,8,8
712,5,,,,,,,7,8,8,8,8,8,8,8,8,8,8,8,8
712,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
713,1,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
713,2,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
713,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,4,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
713,5,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
713,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,1,,,,,,,,,,,68,68,68,68,68,68,68,68,68
1609,2,,,,,,,,,,,68,68,68,68,68,68,68,68,68
1609,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1609,4,,,,,,,,,,,68,68,68,68,68,68,68,68,68
1609,5,,,,,,,,,,,68,68,68,68,68,68,68,68,68
1609,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0
214,1,,,,,,,,,,,,,,,4,3,3,3,3
214,2,,,,,,,,,,,,,,,4,3,3,3,3
214,3,,,,,,,,,,,,,,,0,0,0,0,0
214,4,,,,,,,,,,,,,,,8,8,8,8,8
214,5,,,,,,,,,,,,,,,8,8,8,8,8
214,6,,,,,,,,,,,,,,,0,0,0,0,0
311,1,,,,,14,24,24,24,24,24,24,24,24,24,24,24,24,24,24
311,2,,,,,14,24,24,24,24,24,24,24,24,24,24,24,24,24,24
311,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,4,,,,,14,24,24,24,24,24,24,24,24,24,24,24,24,24,24
311,5,,,,,14,24,24,24,24,24,24,24,24,24,24,24,24,24,24
311,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
510,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
510,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
510,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
510,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,1,,,,,,,6,6,6,7,7,7,7,7,7,7,7,7,7
815,2,,,,,,,6,6,6,7,7,7,7,7,7,7,7,7,7
815,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
815,4,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10
815,5,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10
815,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,1,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1316,2,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1316,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,4,,,,,,55,55,55,55,55,55,55,55,55,55,55,55,55,55
1316,5,,,,,,55,55,55,55,55,55,55,55,55,55,55,55,55,55
1316,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,1,,,,,,,,18,19,20,20,20,19,19,19,15,15,15,15
4101,2,,,,,,,,18,19,20,20,20,19,19,19,15,15,15,15
4101,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
4101,4,,,,,,,,18,19,20,20,20,19,19,19,15,15,15,15
4101,5,,,,,,,,18,19,20,20,20,19,19,19,15,15,15,15
4101,6,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
410,1,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15
410,2,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15
410,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
410,5,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15
410,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,1,0,0,0,0,0,55,55,55,55,55,55,55,55,55,56,56,56,56,56
1114,2,0,0,0,0,0,55,55,55,55,55,55,55,55,55,55,55,55,55,55
1114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1114,4,0,0,0,0,0,63,63,63,63,63,63,63,63,63,65,65,65,65,65
1114,5,0,0,0,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63
1114,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
4206,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4206,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4206,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4206,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4206,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,1,,,,,,,,,8,8,8,8,7,7,7,6,6,6,6
1420,2,,,,,,,,,8,8,8,8,7,7,7,6,6,6,6
1420,3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1420,4,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16
1420,5,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16
1420,6,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1610,1,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1610,2,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1610,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,4,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1610,5,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1610,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,112,112,112,112,112,112,112,112,112,112,116,116,116,116,116,116,116,116,116
312,2,112,112,112,112,112,112,112,112,112,112,116,116,116,116,116,116,116,116,116
312,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,4,124,124,124,124,124,124,120,120,120,120,120,120,120,120,120,120,120,120,120
312,5,124,124,124,124,124,124,120,120,120,120,120,120,120,120,120,120,120,120,120
312,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,1,,,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
914,2,,,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
914,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,4,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
914,5,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
914,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,1,,,,,,,,,,,,,,,,117,117,117,117
1317,2,,,,,,,,,,,,,,,,117,117,117,117
1317,3,,,,,,,,,,,,,,,,0,0,0,0
1317,4,,,,,,,,,,,,,,,,130,130,130,130
1317,5,,,,,,,,,,,,,,,,130,130,130,130
1317,6,,,,,,,,,,,,,,,,0,0,0,0
1822,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1822,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1822,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1822,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1822,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
617,2,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
617,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,4,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
617,5,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
617,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,1,,,,,,22,22,23,23,23,23,22,22,22,22,22,22,22,22
1713,2,,,,,,22,22,23,23,23,23,22,22,22,22,22,22,22,22
1713,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,4,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1713,5,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1713,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,1,,,,,,68,68,68,68,68,68,68,68,68,68,68,68,68,68
1714,2,,,,,,68,68,68,68,68,68,68,68,68,68,68,68,68,68
1714,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,4,,,,,,75,75,75,75,75,75,75,75,70,70,70,70,70,70
1714,5,,,,,,75,75,75,75,75,75,75,75,70,70,70,70,70,70
1714,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,1,,,,,,30,30,31,31,31,31,31,31,31,31,31,31,31,31
816,2,,,,,,30,30,31,31,31,31,31,31,31,31,31,31,31,31
816,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,4,,,,,,30,30,31,31,31,31,31,31,31,31,31,31,31,31
816,5,,,,,,30,30,31,31,31,31,31,31,31,31,31,31,31,31
816,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
511,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
511,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
511,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,,,,,,37,51,52,54,54,54,54,54,54,54,54,54,54,54
313,2,,,,,,37,51,52,54,54,54,54,54,54,54,54,54,54,54
313,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,4,,,,,,54,54,54,54,54,54,54,54,54,54,54,54,54,54
313,5,,,,,,54,54,54,54,54,54,54,54,54,54,54,54,54,54
313,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
714,2,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
714,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,4,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
714,5,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
714,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
411,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
411,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
411,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
411,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,1,17,19,23,24,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29
412,2,17,19,23,24,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29
412,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,4,17,19,23,24,30,30,30,30,26,29,29,29,29,29,29,29,29,29,29
412,5,17,19,23,24,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29
412,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,1,,,,,,68,72,72,72,72,72,72,72,72,72,72,72,72,72
1823,2,,,,,,68,72,72,72,72,72,72,72,72,72,72,72,72,72
1823,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,4,,,,,,72,72,72,72,72,72,72,72,72,72,72,72,72,72
1823,5,,,,,,72,72,72,72,72,72,72,72,72,72,72,72,72,72
1823,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
314,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
314,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
314,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1824,2,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1824,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1824,5,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1824,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
