dico,indicator,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1401,1,66,66,66,66,66,62,62,62,62,61,61,61,61,61,61,61,61,61,61
1401,2,66,66,66,66,66,62,62,62,62,61,61,61,61,61,61,61,61,61,61
1401,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,4,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
1401,5,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
1401,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
101,2,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
101,5,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
101,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,1,,,,,,8,10,10,10,10,10,10,10,10,10,10,10,10,10
701,2,,,,,,8,10,10,10,10,10,10,10,10,10,10,10,10,10
701,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,4,,,,,,8,10,10,10,10,10,10,10,10,10,10,10,10,10
701,5,,,,,,8,10,10,10,10,10,0,10,10,10,10,10,10,10
701,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,,,,,,21,21,21,21,21,21,21,21,21,21,21,21,21,21
102,2,,,,,,21,21,21,21,21,21,21,21,21,21,21,21,21,21
102,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4,,,,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23
102,5,,,,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23
102,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1,,,,72,79,81,81,81,81,83,103,105,105,105,105,105,105,105,105
801,2,,,,72,79,81,81,81,81,83,103,105,105,105,105,105,105,105,105
801,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,4,,,,72,79,81,81,81,81,83,103,105,105,105,105,105,105,105,105
801,5,,,,72,79,81,81,81,81,83,103,105,105,105,105,105,105,105,105
801,6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,1,,,,,,,9,9,9,9,9,9,10,10,10,10,10,10,10
1501,2,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9
1501,3,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1
1501,4,,,,,,9,9,9,9,9,9,9,10,10,10,10,10,10,10
1501,5,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1501,6,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1402,1,,,,,19,19,13,14,14,14,16,16,16,16,16,16,16,16,16
1402,2,,,,,19,19,13,14,14,14,16,16,16,16,16,16,16,16,16
1402,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,4,,,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1402,5,,,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1402,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1,,,,,,,,,,61,61,61,61,61,61,61,61,61,61
1001,2,,,,,,,,,,61,61,61,61,61,61,61,61,61,61
1001,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
1001,4,,,,,,,,,,74,74,74,74,74,74,74,74,74,74
1001,5,,,,,,,,,,74,74,74,74,74,74,74,74,74,74
1001,6,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
1502,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1502,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1502,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1502,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1502,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,1,,,,,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9
802,2,,,,,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9
802,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,4,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
802,5,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
802,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1,,,,,,,35,36,37,37,37,38,38,38,38,38,38,38,38
1101,2,,,,,,,35,36,37,37,37,38,38,38,38,38,38,38,38
1101,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,4,,,,,,,,,,,,,50,50,50,50,50,50,50
1101,5,,,,,,,,,,,,,50,50,50,50,50,50,50
1101,6,,,,,,,,,,,,,0,0,0,0,0,0,0
401,1,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,13
401,2,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,13
401,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,4,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,13
401,5,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,13
401,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,1,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8
803,2,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8
803,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,4,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
803,5,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
803,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,,,,,,9,9,9,9,9,10,10,10,10,10,10,10,10,10
201,2,,,,,,9,9,9,9,9,10,10,10,10,10,10,10,10,10
201,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,4,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11
201,5,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11
201,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,1,93,93,93,93,93,93,93,93,93,93,93,97,97,97,97,98,98,98,98
1503,2,93,93,93,93,93,93,93,93,93,93,93,97,97,97,97,98,98,98,98
1503,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1503,5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1503,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,1,,,,,,21,22,23,23,23,23,23,23,23,22,22,22,22,22
902,2,,,,,,21,22,23,23,23,23,23,23,23,22,22,22,22,22
902,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,4,,,,,,21,22,23,23,23,23,23,23,23,22,22,22,22,22
902,5,,,,,,21,22,23,23,23,23,23,23,23,22,22,22,22,22
902,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,1,,,,,,,,10,10,11,11,11,11,11,11,11,11,11,11
1403,2,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
1403,3,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1
1403,4,,,,,,,,10,10,11,11,11,11,11,11,11,11,11,11
1403,5,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
1403,6,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1
202,1,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8
202,2,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8
202,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
202,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
202,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1404,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1404,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1404,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1404,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,1,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1201,2,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1201,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,4,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1201,5,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1201,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1002,2,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1002,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,4,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1002,5,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1002,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
203,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
203,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
203,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,1,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
1115,2,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
1115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,4,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
1115,5,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
1115,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,1,,,,,,51,52,52,52,52,52,52,52,52,52,52,52,52,52
1301,2,,,,,,51,52,52,52,52,52,52,52,52,52,52,52,52,52
1301,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,4,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1301,5,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1301,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
301,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
301,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
301,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,,,,,,19,19,19,19,19,19,19,19,19,19,19,19,19,19
103,2,,,,,,19,19,19,19,19,19,19,19,19,19,19,19,19,19
103,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,4,,,,,,19,19,19,19,19,19,19,19,19,19,19,19,19,19
103,5,,,,,,19,19,19,19,19,19,19,19,19,19,19,19,19,19
103,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,1,105,104,104,103,98,77,77,77,77,77,77,71,70,69,65,64,60,57,55
4301,2,105,104,104,103,98,77,77,77,77,77,77,71,70,69,65,64,60,57,55
4301,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,4,105,105,105,105,105,105,105,105,105,105,105,105,105,105,69,69,69,69,69
4301,5,105,105,105,105,105,105,105,105,105,105,105,105,105,105,69,69,69,69,69
4301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,1,,,,,,18,20,23,24,24,24,24,24,24,24,24,24,24,24
1003,2,,,,,,18,20,23,24,24,24,24,24,24,24,24,24,24,24
1003,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,4,,,,,,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1003,5,,,,,,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1003,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
1601,2,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
1601,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,4,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
1601,5,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
1601,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,1,,,,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25
601,2,,,,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25
601,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,4,,,,,,34,34,34,34,34,34,34,34,34,34,34,34,34,34
601,5,,,,,,34,34,34,34,34,34,34,34,34,34,34,34,34,34
601,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30
104,2,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30
104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
104,5,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
104,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1,,,,,,9,9,9,9,10,10,10,10,10,10,10,10,10,10
702,2,,,,,,9,9,9,9,10,10,10,10,10,10,10,10,10,10
702,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,4,,,,,,9,9,9,9,10,10,10,10,10,10,10,10,10,10
702,5,,,,,,9,9,9,9,10,10,10,10,10,10,10,10,10,10
702,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
1202,2,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
1202,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1202,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1202,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1,,,,,8,8,8,8,9,9,9,9,9,9,10,10,10,10,10
1102,2,,,,,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9
1102,3,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1102,4,,,,,8,8,8,8,9,9,9,9,9,9,10,10,10,10,10
1102,5,,,,,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9
1102,6,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
105,1,48,48,48,48,48,48,48,48,48,48,48,48,51,51,51,51,51,51,51
105,2,48,48,48,48,48,48,48,48,48,48,48,48,50,50,50,50,50,50,50
105,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
105,4,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51
105,5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
105,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1203,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1203,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1203,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1203,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1,,,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15
1103,2,,,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15
1103,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,4,,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18
1103,5,,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18
1103,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,1,0,0,0,0,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1302,2,0,0,0,0,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1302,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,4,0,0,0,0,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1302,5,0,0,0,0,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31
1302,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,5,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,1,,,,,,13,13,13,13,13,13,13,14,14,14,14,14,14,14
1004,2,,,,,,13,13,13,13,13,13,13,14,14,14,14,14,14,14
1004,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,4,,,,,,13,13,13,13,13,13,13,14,14,14,14,14,14,14
1004,5,,,,,,13,13,13,13,13,13,13,14,14,14,14,14,14,14
1004,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,20,20
205,2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,20,20
205,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,4,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
205,5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
205,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
501,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
501,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
501,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,1,,,,,,13,13,13,13,14,14,14,14,14,14,14,14,14,14
1405,2,,,,,,13,13,13,13,14,14,14,14,14,14,14,14,14,14
1405,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,4,,,,,,13,13,13,13,14,14,14,14,14,14,14,14,14,14
1405,5,,,,,,13,13,13,13,14,14,14,14,14,14,14,14,14,14
1405,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,1,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19
1005,2,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19
1005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1005,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,1,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1702,2,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1702,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,4,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1702,5,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1702,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,1,,,,,,100,100,100,100,100,100,101,101,101,101,101,101,101,101
303,2,,,,,,100,100,100,100,100,100,101,101,101,101,101,101,101,101
303,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,4,,,,,,100,100,100,100,100,100,101,101,101,101,101,101,101,101
303,5,,,,,,100,100,100,100,100,100,101,101,101,101,101,101,101,101
303,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,1,,,,,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
402,2,,,,,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
402,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,4,,,,,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
402,5,,,,,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
402,6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1,,,,,,33,33,33,33,33,33,33,33,33,33,33,33,33,33
304,2,,,,,,33,33,33,33,33,33,33,33,33,33,33,33,33,33
304,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,4,,,,,,33,33,33,33,33,33,33,33,33,33,33,33,33,33
304,5,,,,,,33,33,33,33,33,33,33,33,33,33,33,33,33,33
304,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1104,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1104,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19
1104,5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19
1104,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1,,,,,,,,42,42,42,42,42,42,42,42,42,41,41,41
1006,2,,,,,,,,42,42,42,42,42,42,42,42,42,41,41,41
1006,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1006,4,,,,,,,,48,48,48,48,48,48,48,48,48,48,48,48
1006,5,,,,,,,,48,48,48,48,48,48,48,48,48,48,48,48
1006,6,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
3101,1,,,,,,,,,,,45,45,45,45,39,39,39,39,39
3101,2,,,,,,,,,,,45,45,45,45,39,39,39,39,39
3101,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0
3101,4,,,,,,,,,,,45,45,45,45,39,39,39,39,39
3101,5,,,,,,,,,,,45,45,45,45,39,39,39,39,39
3101,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0
4501,1,,,,,,,,,10,11,11,11,12,12,12,12,12,12,12
4501,2,,,,,,,,,10,11,11,11,12,12,12,12,12,12,12
4501,3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4501,4,,,,,,,,,21,21,21,21,21,21,21,21,21,21,21
4501,5,,,,,,,,,21,21,21,21,21,21,21,21,21,21,21
4501,6,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
3102,1,,,,,,,,,,,44,45,45,45,45,45,45,45,45
3102,2,,,,,,,,,,,44,45,45,45,45,45,45,45,45
3102,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0
3102,4,,,,,,,,,,,47,47,47,47,47,47,47,47,47
3102,5,,,,,,,,,,,47,47,47,47,47,47,47,47,47
3102,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1602,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1602,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1602,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1602,5,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1602,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1204,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1204,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1204,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,1,,,,,,,,,,,,,,,31,31,31,31,31
602,2,,,,,,,,,,,,,,,31,31,31,31,31
602,3,,,,,,,,,,,,,,,0,0,0,0,0
602,4,,,,,,,,,,,,,,,34,34,34,34,34
602,5,,,,,,,,,,,,,,,34,34,34,34,34
602,6,,,,,,,,,,,,,,,0,0,0,0,0
403,1,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16
403,2,,,,,,16,16,16,16,16,16,16,16,15,15,15,15,15,15
403,3,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1
403,4,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16
403,5,,,,,,16,16,16,16,16,16,16,16,15,15,15,15,15,15
403,6,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1802,1,,,,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1802,2,,,,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1802,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1802,4,,,,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1802,5,,,,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1802,6,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1406,1,,,,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1406,2,,,,,,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1406,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,4,,,,,,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1406,5,,,,,,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1406,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,1,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1105,2,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
1105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
